institutionCode,total_idig,has_collectionCode_idig,has_catalogNumber_idig,has_preparations_idig,has_scientificName_idig,has_scientificNameID_idig,has_acceptedNameUsage_idig,has_identificationID_idig,has_locality_idig,has_higherGeography_idig,has_continent_idig,has_countryCode_idig,has_stateProvince_idig,has_county_idig,has_decimalLatitude_idig,has_decimalLongitude_idig,has_coordinates_idig,has_verbatimElevation_idig,has_verbatimDepth_idig,has_image_idig,has_dateIdentified_idig,has_identifiedBy_idig,has_recordedBy_idig,has_eventDate_idig,has_recordNumber_idig,File_idig,total_gbif,has_collectionCode_gbif,has_catalogNumber_gbif,has_preparations_gbif,has_speciesKey,has_scientificName_gbif,has_scientificNameID_gbif,has_acceptedNameUsage_gbif,has_identificationID_gbif,has_locality_gbif,has_higherGeography_gbif,has_continent_gbif,has_countryCode_gbif,has_stateProvince_gbif,has_county_gbif,has_decimalLatitude_gbif,has_decimalLongitude_gbif,has_coordinates_gbif,has_verbatimElevation_gbif,has_verbatimDepth_gbif,has_image_gbif,has_dateIdentified_gbif,has_identifiedBy_gbif,has_recordedBy_gbif,has_eventDate_gbif,has_recordNumber_gbif,File_gbif,month,has_speciesKey_idig,has_speciesKey_gbif
CMC,21861,1815,21861,0,21861,0,0,0,20345,0,20931,21330,20874,19688,5328,5328,5328,694,0,19787,10587,10937,20352,19574,19781,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,21995,1873,21995,0,20013,21995,0,0,0,20446,0,1318,21440,20977,19761,5338,5338,5338,695,0,19863,10638,10992,20434,19903,19857,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
CMNH,138,138,138,138,138,0,0,0,80,0,125,115,113,109,0,0,0,0,0,0,0,0,87,0,0,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,129,129,129,129,14,129,0,0,0,94,0,128,126,123,115,0,0,0,0,0,0,0,0,72,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
CNC,8,0,8,0,8,0,0,0,8,0,8,8,8,8,8,8,8,0,0,0,6,8,8,8,0,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
COLO,339398,288734,339398,0,339398,0,0,0,228062,0,337679,338359,331781,258890,122453,122410,122407,136341,2,335722,89855,96034,280041,233681,253788,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,343803,343803,343803,0,335580,343803,0,0,0,234332,0,0,342842,336164,263346,126027,126027,126027,141299,2,337689,70449,100708,287104,230317,260753,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
CONN,3977,0,3977,0,3977,0,0,0,3772,0,3902,3933,3797,2693,3922,3922,3922,29,0,3770,1,1,3887,3682,563,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
CONV,6436,0,6436,0,6436,0,0,0,0,0,6315,6315,6316,6232,0,0,0,0,0,6146,0,0,0,0,0,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
CORT,5336,0,5336,0,5166,0,0,0,5245,0,5323,5335,5333,5302,713,693,683,0,0,0,0,414,5336,5326,5322,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
CRMO,2649,2649,2649,0,2649,0,2624,0,2628,2644,2636,2644,2637,2074,586,586,586,1978,0,2631,2004,2502,2648,2619,2643,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
CSCA,69,0,69,0,69,0,0,0,69,0,69,69,69,69,69,69,69,30,0,0,37,66,69,69,0,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
CSU,2525,0,2101,0,2525,0,0,0,2385,0,2520,2524,2522,2425,1719,1719,1719,1,0,1587,0,1821,2259,2359,2353,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,9722,9722,9722,0,9621,9722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
CSUSB,2003,2003,2003,0,2003,0,0,0,1976,0,2003,2003,2003,2003,1407,1407,1407,1468,0,0,0,0,2003,1941,868,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
CUP,71997,43,71995,92,67951,0,0,0,55545,0,59543,61589,54510,43550,917,919,917,88,0,17617,3373,31228,60292,53589,8374,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
DAV,111498,109549,111498,0,111498,0,0,0,111384,0,110541,110861,110453,101763,28764,28752,28724,4026,0,1948,93,47536,110906,1780,109637,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,138011,26923,45145,0,132634,138011,0,0,0,137912,0,0,137978,137956,128598,104415,104415,104415,68836,0,42768,2315,60208,138001,132283,136796,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
DBG,91191,91191,85474,0,91191,0,0,0,84385,0,87538,87642,86882,80648,73575,73571,73569,52299,0,82731,12656,18064,88840,88775,65129,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,91458,91458,85719,0,83426,91458,0,0,0,84470,0,0,87907,86960,80713,73598,73598,73598,52374,0,83119,8028,18130,89067,88786,65507,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
Deaccessioned,2,0,0,0,2,0,0,0,2,0,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
DEK,3801,0,3801,0,3801,0,0,0,3578,0,3769,3778,3707,3434,3575,3576,3575,651,0,3669,840,1026,3706,3632,2812,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
DES,90362,1,88221,0,90362,0,0,0,87118,0,89514,89584,88735,75381,85950,85949,85947,57879,0,77996,12361,18960,90335,86483,80941,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,91235,0,88625,0,88814,91235,0,0,0,87968,0,0,90812,89608,76110,86761,86761,86761,58529,0,78074,9840,19280,91207,90307,81691,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
DEWV,10482,0,10482,0,10463,0,0,0,10456,0,10482,10482,10482,10476,5102,5102,5043,5135,0,0,12,2181,10470,10475,10023,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
DMNH,48,48,48,48,48,0,0,0,48,0,38,39,38,16,8,8,8,0,0,0,0,0,36,43,0,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,57,57,57,57,0,57,0,0,0,57,0,0,54,44,38,0,0,0,0,0,0,0,0,10,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
DMNS,12,12,12,12,12,0,0,0,12,12,12,12,9,8,9,9,9,0,0,0,11,12,12,12,0,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,11,11,11,3,1,11,0,0,0,7,3,2,7,6,5,5,5,5,0,0,0,3,11,10,5,0,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
DOV,52904,0,52904,0,52904,0,0,0,26379,0,52448,52462,52453,39816,2338,2338,2338,215,0,36532,208,259,41355,26986,26962,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
DS,118417,118417,118417,0,118417,0,0,0,118417,0,118417,118417,118417,118417,73217,73217,73217,44258,0,0,0,0,118417,116188,118355,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
DSUND,1431,0,1421,0,1431,0,0,0,193,0,1260,1316,1260,1039,949,949,949,3,0,5,36,1116,1206,1210,42,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
DUKE,428671,0,427951,0,428671,0,0,0,285896,0,421273,425489,415204,300024,152516,152494,152399,91650,0,143326,26153,143221,286526,277253,279309,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,282244,0,281520,0,266443,282244,0,0,0,281253,0,0,281437,273856,167062,148848,148848,148848,91793,0,8731,6660,139227,281785,242019,276409,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
ECON,5243,5243,5243,5243,5243,0,0,0,5115,5238,5238,5195,4964,3063,47,47,47,450,0,4586,436,216,5197,3723,1886,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,6176,6176,6176,6176,5897,6176,0,0,0,6026,6169,6169,6122,5845,3584,53,53,53,518,0,5378,522,275,6127,4484,2283,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
ECUH,5166,0,5166,0,5166,0,0,0,12,0,5077,5125,5081,5062,5,5,5,1,0,4804,53,53,12,12,12,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
EDOBLM,1328,0,1328,0,1328,0,0,0,1289,0,1327,1327,1327,1324,1301,1301,1301,806,0,0,477,1159,1327,1298,793,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
EIU,27333,13,15228,0,27331,0,0,0,26407,0,27025,27129,26816,25601,12293,12292,12292,4600,0,14154,11041,13954,27191,26756,25547,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
EKY,80178,0,76607,0,80178,0,0,0,75421,0,80069,80166,79834,78871,2779,2781,2779,1378,0,74448,12439,13842,79967,76447,72081,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,80483,0,76915,0,79989,80483,0,0,0,75721,0,0,80471,80104,79103,6684,6684,6684,1377,0,74751,1952,13843,80272,78492,72373,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
EMC,9442,0,8842,0,9442,0,0,0,8605,0,9168,9221,8954,6782,2061,2059,2059,602,0,8537,1118,3231,9102,8648,7508,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
ENLC,6059,3,5317,0,6059,0,0,0,5931,0,6059,6059,6059,5935,5758,5758,5758,4523,0,290,3600,4907,6058,5961,5375,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,3,3,3,0,3,3,0,0,0,3,0,0,3,3,3,3,3,3,2,0,3,3,3,3,3,3,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
ENMU,5170,0,5170,0,5170,0,0,0,5106,0,5170,5170,5170,4609,2,2,2,3987,0,1,2,2,5111,5113,4607,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
EPHR,1746,0,1745,0,1746,0,0,0,1695,0,1727,1735,1728,1686,9,9,9,403,0,0,40,44,1743,1692,1332,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
ETSU,11116,0,6658,0,11116,0,0,0,7391,0,10446,10447,10467,10262,3397,3397,3397,0,0,0,7,122,7444,7468,0,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
EVE,1124,434,1124,0,1124,0,412,0,1114,432,1114,1118,1113,1031,379,379,379,586,0,247,27,708,1117,1084,841,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
EWU,7919,7919,7918,0,7919,0,7757,0,7806,7853,7788,7806,7749,7522,7107,7107,7107,4017,0,7672,644,1352,7917,7713,7913,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
F,997457,997449,816389,0,997457,0,0,0,331506,654704,974638,960922,525975,251868,810985,810889,810813,0,0,749099,115582,172909,777074,408988,708559,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,997025,997025,815981,0,892225,997025,0,0,0,331245,654704,970336,962086,525663,251758,810528,810528,810528,0,0,753934,115569,172831,776659,679332,708130,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
FARM,47030,0,47026,0,47030,0,0,0,9,0,46859,46859,46864,249,4,4,4,1,0,39443,4,4,9,9,9,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
FH,229118,217395,229118,228892,228669,0,0,0,222174,216317,226862,223878,206730,117225,3727,3706,3703,2649,0,149169,6748,7296,226280,196863,116165,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,236827,236827,236827,236592,224380,236827,0,0,0,233791,235628,235620,232220,215181,120808,3658,3658,3658,2689,0,152931,7053,6890,234838,203158,117543,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
FHKSC,552,0,0,0,552,0,0,0,140,0,177,184,178,158,1,1,1,0,0,0,95,133,243,171,0,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
FHL,3508,3508,3508,0,3508,0,2659,0,3508,3473,3459,3473,3427,2835,3406,3406,3406,0,0,3505,952,2492,3508,3293,3508,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
FLAS,174876,0,174875,101049,174552,0,0,0,63834,0,167427,167660,162886,134873,74592,74654,74466,8770,0,156986,7853,41337,167839,162342,118034,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,101045,0,101045,101045,96718,101045,0,0,0,0,0,0,100912,96870,81854,21155,21155,21155,0,0,85645,0,0,101044,99267,86288,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
FLD,14619,0,14587,0,14619,0,0,0,14068,0,14454,14597,14455,14154,5428,5428,5428,8860,0,1586,93,2107,14251,14190,10979,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
FMNH,23389,23389,23388,0,23389,0,0,0,0,23388,23324,23298,23283,8229,0,0,0,0,0,7253,0,16551,1913,0,0,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,23345,23345,23344,0,2347,23345,0,0,0,0,23344,23280,23280,23239,8176,0,0,0,0,0,11061,0,16549,1902,730,0,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
FSU,165291,84315,165291,0,165289,0,0,0,70215,0,162845,163019,148527,137841,73168,73168,73159,0,0,150158,2005,0,86340,85992,85779,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
FTG,540,0,540,0,540,0,0,0,539,0,540,540,540,539,539,539,539,13,0,538,9,131,539,518,510,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,78186,78186,78186,0,72996,78186,0,0,0,27941,0,76617,77640,60719,44155,10612,10612,10612,0,0,0,0,0,70184,76529,0,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
FTU,19346,0,19346,0,19346,0,0,0,1529,0,18006,18025,17994,1544,1528,1528,1528,131,0,18923,211,895,1529,1443,764,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
GA,270240,0,270240,0,270240,0,0,0,244797,0,263123,263213,254077,241629,9412,9412,9412,0,0,265735,0,0,102877,101933,102427,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
GAS,35404,0,35404,35390,35404,0,0,0,33916,0,34389,34422,34295,33424,5435,5435,5434,0,0,14687,0,0,33300,33848,34728,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
GEO,14856,14856,14856,0,14856,0,0,0,13449,0,12635,12664,13100,13013,2613,2595,2591,0,0,9798,0,0,14519,14331,11472,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
GH,517250,517250,517250,517126,517250,0,0,0,492375,508948,508948,501691,468079,291878,7628,7449,7438,47063,0,449938,64779,15641,514620,266616,212717,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,603948,603948,603948,603804,590714,603948,0,0,0,571873,592896,592895,584159,541939,338798,8670,8670,8670,55961,0,522854,84545,19069,600611,331001,265887,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
GMDRC,5498,5498,5498,0,5498,0,0,0,5496,0,5498,5498,5498,5498,5122,5122,5122,5436,0,5,5,5,5498,5495,5423,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,4,4,4,0,4,4,0,0,0,4,0,0,4,4,4,4,4,4,4,0,4,0,4,4,4,4,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
GMNH,113,113,103,113,113,0,0,0,113,0,113,113,113,113,100,100,100,0,0,0,0,0,113,113,113,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,180,180,164,179,0,180,0,0,0,179,0,0,180,179,178,129,129,129,0,0,0,0,0,180,178,178,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
GMS,8142,0,8141,0,8142,0,0,0,8141,0,8070,8101,8031,7797,8023,8023,8023,3,0,8005,0,0,8037,7877,7986,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
GMUF,36503,36503,36503,0,36503,0,0,0,28973,0,36503,36503,36502,29423,1170,1170,1170,1218,0,34490,1412,2160,29415,29058,28425,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
GRCH,5419,5419,5419,0,5419,0,0,0,4994,0,5387,5401,5336,4548,1769,1769,1769,139,0,0,250,424,5313,4944,5028,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
GSW,13036,0,13036,1,13036,0,0,0,3192,0,12990,13005,12939,12355,886,886,886,506,0,12865,61,101,3271,3205,3087,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
GUAM,3,3,3,0,3,0,0,0,2,0,1,1,0,0,3,3,3,0,0,0,0,0,3,3,2,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,595,595,595,0,0,595,0,0,0,592,0,0,580,80,0,242,242,242,0,0,0,7,2,434,570,38,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
GVSC,3143,0,3143,0,3143,0,0,0,2894,0,2901,2901,2906,2812,428,428,428,0,0,3081,3015,3023,3091,2910,3044,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
Harvard University,21323,21323,21323,21323,20843,0,0,0,21298,0,20930,21035,20035,12899,1,1,1,3,0,11163,17,13,21301,19857,20311,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
HAW,4189,4189,4189,0,4189,0,0,0,1657,0,2925,2938,2468,1655,1,1,1,2,0,4025,0,483,3398,1,4179,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
HBSH,2426,0,2426,0,2426,0,0,0,586,0,2419,2420,2420,2400,301,301,301,133,0,1967,668,668,674,587,591,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
HCHM,4051,0,4051,0,4051,0,0,0,3907,0,3948,3948,3852,3502,4,4,4,11,0,3943,66,3424,3892,3709,3452,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
HCOA,665,0,665,0,665,0,0,0,659,0,664,664,664,664,659,659,659,0,0,577,522,597,557,650,550,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
HJAEF,1064,1064,1064,0,1064,0,1060,0,1056,1064,1064,1064,1064,1029,916,916,916,913,0,964,607,756,1064,1010,1064,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
HLSD,3542,0,3542,0,3542,0,0,0,379,0,2444,2456,2343,176,15,15,15,1,0,3520,165,1633,2712,2360,1163,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
HPC,26579,0,26579,0,26579,0,0,0,12586,0,26469,26557,26553,26184,2545,2546,2545,2,0,4418,192,202,26525,26335,25368,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
